0.76898657 -0.15124628 0.6211153 0.35358896 0.91008293 -0.21615714 -0.53257347 0.38584145 0.75332057
7.99361456e-01 -3.21619379e-01 5.07525603e-01 2.71558968e-01 9.46869035e-01 1.72321670e-01 -5.35982266e-01 7.58274411e-05 8.44229237e-01
0.94176079 -0.29691847 0.15787981 0.33566672 0.85841629 -0.38787798 -0.02035846 0.41828327 0.90808845
0.98199076 -0.09186672 0.1650898 0.09716125 0.99497272 -0.02426899 -0.16203034 0.03987226 0.98597991
0.65929951 -0.2882073 0.69444994 0.62589038 0.72217191 -0.29449784 -0.41663581 0.62881181 0.65651375
0.7634368 -0.07061327 0.64201092 0.13445575 0.98960417 -0.05104162 -0.63173246 0.12528911 0.7649946 
0.73827281 -0.39714533 0.54518698 0.6233079 0.71058418 -0.32643129 -0.25776058 0.58081469 0.77214881
0.81676172 0.13731504 0.56039707 0.04900303 0.95124889 -0.30450656 -0.57489043 0.27617045 0.77021483
0.8991282 -0.40340676 0.16979829 0.39816696 0.91497842 0.06540312 -0.18174583 0.00880228 0.98330614
0.92330338 0.13821188 0.35834109 0.00752216 0.92632 -0.37666254 -0.38399776 0.3504693 0.85423474
0.8219843 -0.49391197 0.28353622 0.56927697 0.72682578 -0.38424995 -0.01629578 0.47725806 0.87861208
0.98988051 -0.12647392 0.06435004 0.14107691 0.92598232 -0.35021999 -0.01529331 0.35575425 0.9344544 
0.91337719 -0.29866385 0.27666228 0.40695345 0.68890445 -0.59983293 -0.01144547 0.66046239 0.75077189
0.5242881 -0.46957677 0.71036585 0.496719 0.84622997 0.19278246 -0.69165904 0.25177866 0.67691601
0.75528172 0.02687424 0.65484907 0.32253768 0.85455247 -0.40707434 -0.5705427 0.51866931 0.6367599 
0.77819982 -0.61303877 0.13633968 0.61220744 0.78892188 0.05295578 -0.1400253 0.04225799 0.98924576
0.85019135 -0.50801809 0.13817484 0.51062041 0.85960508 0.01859875 -0.1282243 0.0547424 0.9902332 
0.89006843 -0.16772735 0.42384634 0.20971886 0.97626551 -0.0540708 -0.40471741 0.13701529 0.9041187 
0.80455677 -0.16234572 0.57125499 0.45081665 0.79312553 -0.40953174 -0.38659119 0.5870228 0.71130267
0.82414718 0.03306001 0.56540999 0.06324775 0.98667875 -0.14988251 -0.56283314 0.15928615 0.81107754
0.6818289 0.03298626 0.73076758 0.3393915 0.87069067 -0.35596511 -0.64801448 0.4907236 0.58246681
0.97362425 0.08836783 0.21034957 0.03727261 0.8479601 -0.52874798 -0.22509235 0.52264213 0.82230082
0.69917624 -0.49559665 0.51530238 0.41151227 0.86835526 0.2767974 -0.58464539 0.01852308 0.81107747
0.67610344 0.02582947 0.73635384 0.29083341 0.90888062 -0.29891794 -0.67697863 0.41625575 0.60698524
0.62176707 -0.21501059 0.75311098 0.58378379 0.76825696 -0.26263613 -0.5221132 0.60295248 0.60319658
0.69581806 -0.54191359 0.47134582 0.56649894 0.81752057 0.10362946 -0.44149312 0.19490966 0.87583906
0.89125494 0.02132641 0.45300091 0.21982621 0.85338025 -0.47267175 -0.39666242 0.5208525 0.75589126
0.75786028 0.0329406 0.65158478 0.26324867 0.89837407 -0.35160228 -0.59694886 0.43799423 0.67217045
0.76022538 -0.50398974 0.40994111 0.48996033 0.85915165 0.14763911 -0.42661018 0.08861589 0.90008387
0.77104545 -0.60475975 0.19938546 0.63608426 0.74610748 -0.19677512 -0.02976131 0.27854852 0.95996093
0.83595246 -0.29214423 0.46458071 0.4630487 0.82984307 -0.31136214 -0.29456643 0.47540744 0.82898636
0.71170795 0.19565752 0.67467765 0.16262136 0.88844965 -0.4291987 -0.68339307 0.41518112 0.60049859
0.747812 -0.47093106 0.46797559 0.59793668 0.78406638 -0.16646811 -0.28852893 0.40430662 0.8679212 
0.92040379 -0.07624307 0.38346299 0.18193701 0.95165868 -0.24747664 -0.3460575 0.29754454 0.88978169
0.87895952 -0.34722093 0.32690638 0.47677161 0.65546896 -0.58570409 -0.01090827 0.67066986 0.74167577
0.90869136 -0.30562708 0.2843802 0.34173377 0.93583511 -0.08620142 -0.23978749 0.1755128 0.95482837
0.74866756 -0.13679607 0.64867844 0.48208999 0.78399965 -0.39106752 -0.45506717 0.60550094 0.65290312
0.68888393 -0.62818625 0.36169181 0.63118024 0.76519555 0.12683562 -0.35644136 0.1409177 0.92362967
